underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
FLRY3,FLRYD240,16/04/2027,347,,E,"23,74",OTM,"+49,31","0,50","+25,00",24/10/2025,1,"50,00","25,8","0,2241","0,0671","-0,0035","-0,70","5,1784","2,50",0,0,2.600,5,2,,,20%+ OTM (loteria),"14,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
GGBR4,GGBRK172,19/11/2026,249,,E,"16,36",ITM,"-12,84","4,87","+2,95",14/11/2025,2,"979,00","25,3","0,7928","0,0588","-0,0078","-0,16","5,4976","0,90",0,5.500,7.500,9,10,,,ITM,"32,7",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
GGBR4,GGBRH167,20/08/2027,435,,E,"16,36",ITM,"-12,84","5,59","+11,80",21/10/2025,4,"17.894,00",,,,,,,"0,17",54.900,0,21.900,2,12,,,ITM,,,Média,,0,1,0,0,1
GOAU4,GOAUJ974,16/10/2026,226,,E,"9,21",ITM,"-14,88","2,75","-2,48",31/10/2025,2,"8.249,00","23,5","0,9100","0,0659","-0,0051","-0,19","1,7010","0,79",5.800,0,6.500,11,14,,,ITM,"27,9",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
GOAU4,GOAUH103,21/08/2026,188,,E,"10,05",ITM,"-7,12",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
GOAU4,GOAUI102,18/09/2026,207,,E,"10,05",ITM,"-7,12",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
GOAU4,GOAUH108,21/08/2026,188,,E,"10,55",ITM,"-2,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
GOAU4,GOAUI108,18/09/2026,207,,E,"10,55",ITM,"-2,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
GOAU4,GOAUK13,19/11/2026,249,,E,"13,40",OTM,"+23,84","0,69",,10/11/2025,1,"7.728,00","20,7","0,4470","0,1708","-0,0043","-0,62","4,4145","1,00",0,0,11.200,1,1,,,20%+ OTM (loteria),"14,3",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
GOAU4,GOAUD150,16/04/2027,347,,E,"14,65",OTM,"+35,40","0,78","-1,26",07/11/2025,4,"301,00","22,1","0,4250","0,1352","-0,0039","-0,50","5,1296","0,38",19.500,0,14.800,3,8,,,20%+ OTM (loteria),"17,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
GOAU4,GOAUD160,16/04/2027,347,,E,"15,65",OTM,"+44,64","0,68",,06/11/2025,1,"340,00","24,5","0,3608","0,1162","-0,0037","-0,54","4,9210","1,00",0,500,0,1,1,,,20%+ OTM (loteria),"17,4",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
HAPV3,HAPVK550,19/11/2026,249,,E,"82,50",OTM,"+363,74","0,09",,22/04/2025,2,"106,00","44,4","0,1715","0,2058","-0,0006","-0,67","0,7083","1,00",0,0,80,1,1,,,20%+ OTM (loteria),"2,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
HAPV3,HAPVL550,18/12/2026,269,,E,"82,50",OTM,"+363,74","0,25",,14/11/2025,10,"2.179,00","68,0","0,0582","0,0091","-0,0032","-1,28","2,1838","1,00",0,66,4.234,1,1,,,20%+ OTM (loteria),"24,1",Dobra com 20-40% no ativo,Média,Theta alto,0,1,1,0,2
HAPV3,HAPVA550,15/01/2027,285,,E,"82,50",OTM,"+363,74","0,01","-96,66",14/11/2025,2,"29,00","44,0","0,0043","0,0015","-0,0002","-2,00","0,2420","1,00",0,0,1.600,2,2,,,20%+ OTM (loteria),"13,1",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
HAPV3,HAPVB550,19/02/2027,308,,E,"82,50",OTM,"+363,74","0,66","+288,23",23/10/2025,2,"148,00","43,9","0,1046","0,0113","-0,0061","-0,92","6,6070","1,00",0,0,66,1,1,,,20%+ OTM (loteria),"35,5",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
HBOR3,HBORI415,18/09/2026,207,,E,"4,15",OTM,"+59,62",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
HBOR3,HBORI425,18/09/2026,207,,E,"4,25",OTM,"+63,46",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
HYPE3,HYPEB280,19/02/2027,308,,E,"27,50",OTM,"+7,38","3,10","+16,10",27/10/2025,1,"310,00","24,3","0,6193","0,0584","-0,0108","-0,35","10,2438","0,67",24.700,0,600,2,3,,,5-15% OTM (aposta),"19,5",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
HYPE3,HYPEA292,15/01/2027,285,,E,"28,50",OTM,"+11,28","2,71","-1,45",28/10/2025,2,"556,00","28,4","0,5393","0,0546","-0,0107","-0,39","10,1366","1,00",0,0,100,1,1,,,5-15% OTM (aposta),"19,6",Dobra com até 20% no ativo,Baixa,Theta baixo,1,0,2,1,4
HYPE3,HYPEC360,19/03/2027,328,,E,"35,50",OTM,"+38,62","1,24","-55,71",16/10/2025,1,"372,00","33,5","0,2856","0,0404","-0,0070","-0,56","8,5393","1,00",0,0,400,1,1,,,20%+ OTM (loteria),"17,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
HYPE3,HYPEE385,21/05/2027,371,,E,"38,00",OTM,"+48,38",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
HYPE3,HYPEE390,21/05/2027,371,,E,"38,50",OTM,"+50,33","2,73","-1,44",10/06/2025,1,"2.730,00","26,9","0,4540","0,0406","-0,0094","-0,34","14,4222","0,50",0,0,1.100,1,2,,,20%+ OTM (loteria),"23,5",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
HYPE3,HYPEE395,21/05/2027,371,,E,"39,00",OTM,"+52,28","2,71",,10/06/2025,1,"271,00","26,5","0,4512","0,0406","-0,0094","-0,35","14,5909","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"23,5",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
HYPE3,HYPEE400,21/05/2027,371,,E,"39,50",OTM,"+54,24",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
HYPE3,HYPEC410,19/03/2027,328,,E,"40,50",OTM,"+58,14","1,20","+130,76",12/11/2025,1,"120,00","29,2","0,2690","0,0385","-0,0077","-0,64","9,6761","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"17,4",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
HYPE3,HYPEE410,21/05/2027,371,,E,"40,50",OTM,"+58,14","1,17",,29/10/2025,3,"2.457,00","29,4","0,2632","0,0375","-0,0068","-0,58","9,6534","2,00",0,1.200,900,2,1,,,20%+ OTM (loteria),"17,4",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
IBOV11,IBOVK900,18/11/2026,248,,E,"90.000,00",ITM,"-42,76",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL900,16/12/2026,267,,E,"90.000,00",ITM,"-42,76",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL95,16/12/2026,267,,E,"95.000,00",ITM,"-39,58",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK100,18/11/2026,248,,E,"100.000,00",ITM,"-36,40",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL100,16/12/2026,267,,E,"100.000,00",ITM,"-36,40",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK105,18/11/2026,248,,E,"105.000,00",ITM,"-33,22",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL5,16/12/2026,267,,E,"105.000,00",ITM,"-33,22",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK10,18/11/2026,248,,E,"106.000,00",ITM,"-32,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL106,16/12/2026,267,,E,"106.000,00",ITM,"-32,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK1,18/11/2026,248,,E,"107.000,00",ITM,"-31,95",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL107,16/12/2026,267,,E,"107.000,00",ITM,"-31,95",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK2,18/11/2026,248,,E,"108.000,00",ITM,"-31,31",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL108,16/12/2026,267,,E,"108.000,00",ITM,"-31,31",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK3,18/11/2026,248,,E,"109.000,00",ITM,"-30,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL109,16/12/2026,267,,E,"109.000,00",ITM,"-30,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK11,18/11/2026,248,,E,"110.000,00",ITM,"-30,04",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL110,16/12/2026,267,,E,"110.000,00",ITM,"-30,04",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVD110,14/04/2027,345,,E,"110.000,00",ITM,"-30,04",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVF110,16/06/2027,388,,E,"110.000,00",ITM,"-30,04",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK4,18/11/2026,248,,E,"111.000,00",ITM,"-29,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL111,16/12/2026,267,,E,"111.000,00",ITM,"-29,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK5,18/11/2026,248,,E,"112.000,00",ITM,"-28,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL11,16/12/2026,267,,E,"112.000,00",ITM,"-28,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK6,18/11/2026,248,,E,"113.000,00",ITM,"-28,13",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL113,16/12/2026,267,,E,"113.000,00",ITM,"-28,13",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK7,18/11/2026,248,,E,"114.000,00",ITM,"-27,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL10,16/12/2026,267,,E,"114.000,00",ITM,"-27,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK8,18/11/2026,248,,E,"115.000,00",ITM,"-26,86",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL615,16/12/2026,267,,E,"115.000,00",ITM,"-26,86",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK12,18/11/2026,248,,E,"120.000,00",ITM,"-23,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL120,16/12/2026,267,,E,"120.000,00",ITM,"-23,68",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK9,18/11/2026,248,,E,"121.000,00",ITM,"-23,05",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL14,16/12/2026,267,,E,"121.000,00",ITM,"-23,05",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK13,18/11/2026,248,,E,"122.000,00",ITM,"-22,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL122,16/12/2026,267,,E,"122.000,00",ITM,"-22,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK14,18/11/2026,248,,E,"123.000,00",ITM,"-21,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL15,16/12/2026,267,,E,"123.000,00",ITM,"-21,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK15,18/11/2026,248,,E,"124.000,00",ITM,"-21,14",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL124,16/12/2026,267,,E,"124.000,00",ITM,"-21,14",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK16,18/11/2026,248,,E,"125.000,00",ITM,"-20,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL12,16/12/2026,267,,E,"125.000,00",ITM,"-20,50",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK17,18/11/2026,248,,E,"126.000,00",ITM,"-19,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL17,16/12/2026,267,,E,"126.000,00",ITM,"-19,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK18,18/11/2026,248,,E,"127.000,00",ITM,"-19,23",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL20,16/12/2026,267,,E,"127.000,00",ITM,"-19,23",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK19,18/11/2026,248,,E,"128.000,00",ITM,"-18,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL22,16/12/2026,267,,E,"128.000,00",ITM,"-18,59",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK20,18/11/2026,248,,E,"129.000,00",ITM,"-17,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL23,16/12/2026,267,,E,"129.000,00",ITM,"-17,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK21,18/11/2026,248,,E,"130.000,00",ITM,"-17,32",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL30,16/12/2026,267,,E,"130.000,00",ITM,"-17,32","29.845,00",,23/10/2024,1,"11.938.000,00",,,,,,,"1,00",0,40.000,0,1,1,,,ITM,,,Alta,,0,2,0,0,2
IBOV11,IBOVD13,14/04/2027,345,,E,"130.000,00",ITM,"-17,32",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK22,18/11/2026,248,,E,"131.000,00",ITM,"-16,69",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL130,16/12/2026,267,,E,"131.000,00",ITM,"-16,69",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK23,18/11/2026,248,,E,"132.000,00",ITM,"-16,05",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL24,16/12/2026,267,,E,"132.000,00",ITM,"-16,05",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK24,18/11/2026,248,,E,"133.000,00",ITM,"-15,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL25,16/12/2026,267,,E,"133.000,00",ITM,"-15,41",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK25,18/11/2026,248,,E,"134.000,00",ITM,"-14,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL26,16/12/2026,267,,E,"134.000,00",ITM,"-14,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK26,18/11/2026,248,,E,"135.000,00",ITM,"-14,14",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL135,16/12/2026,267,,E,"135.000,00",ITM,"-14,14","40.000,00",,11/11/2025,1,"1.200,00",,,,,,,"1,00",0,0,3,1,1,,,ITM,,,Baixa,,0,0,0,0,0
IBOV11,IBOVK27,18/11/2026,248,,E,"136.000,00",ITM,"-13,51",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL1,16/12/2026,267,,E,"136.000,00",ITM,"-13,51",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK28,18/11/2026,248,,E,"137.000,00",ITM,"-12,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL27,16/12/2026,267,,E,"137.000,00",ITM,"-12,87",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK29,18/11/2026,248,,E,"138.000,00",ITM,"-12,24",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL28,16/12/2026,267,,E,"138.000,00",ITM,"-12,24",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK30,18/11/2026,248,,E,"139.000,00",ITM,"-11,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL29,16/12/2026,267,,E,"139.000,00",ITM,"-11,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK31,18/11/2026,248,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL140,16/12/2026,267,,E,"140.000,00",ITM,"-10,96","18.220,00","-1,61",20/08/2025,2,"12.066,50",,,,,,,"0,20",0,12.500,38.090,1,5,,,ITM,,,Média,,0,1,0,0,1
IBOV11,IBOVB1,17/02/2027,306,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVD14,14/04/2027,345,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVF140,16/06/2027,388,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVH140,18/08/2027,433,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVJ140,13/10/2027,471,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK44,17/11/2027,494,,E,"140.000,00",ITM,"-10,96",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK32,18/11/2026,248,,E,"141.000,00",ITM,"-10,33",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL31,16/12/2026,267,,E,"141.000,00",ITM,"-10,33",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK33,18/11/2026,248,,E,"142.000,00",ITM,"-9,69",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL32,16/12/2026,267,,E,"142.000,00",ITM,"-9,69",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK34,18/11/2026,248,,E,"143.000,00",ITM,"-9,06",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL33,16/12/2026,267,,E,"143.000,00",ITM,"-9,06",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK35,18/11/2026,248,,E,"144.000,00",ITM,"-8,42",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL34,16/12/2026,267,,E,"144.000,00",ITM,"-8,42",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK36,18/11/2026,248,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL35,16/12/2026,267,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVB2,17/02/2027,306,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVD1,14/04/2027,345,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVF144,16/06/2027,388,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVH144,18/08/2027,433,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVJ145,13/10/2027,471,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK45,17/11/2027,494,,E,"145.000,00",ITM,"-7,78",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK37,18/11/2026,248,,E,"146.000,00",ITM,"-7,15",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL36,16/12/2026,267,,E,"146.000,00",ITM,"-7,15","20.790,00",,23/10/2025,4,"20.788.792,00",,,,,,,"0,50",0,75.048,24.952,1,2,,,ITM,,,Alta,,0,2,0,0,2
IBOV11,IBOVB14,17/02/2027,306,,E,"146.000,00",ITM,"-7,15",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK38,18/11/2026,248,,E,"147.000,00",ITM,"-6,51",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL37,16/12/2026,267,,E,"147.000,00",ITM,"-6,51",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK39,18/11/2026,248,,E,"148.000,00",ITM,"-5,88",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL38,16/12/2026,267,,E,"148.000,00",ITM,"-5,88",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK40,18/11/2026,248,,E,"149.000,00",ITM,"-5,24",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVL39,16/12/2026,267,,E,"149.000,00",ITM,"-5,24",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK41,18/11/2026,248,,E,"150.000,00",ITM,"-4,60","20.090,00",,31/10/2025,1,"40.180.000,00",,,,,,,"1,00",0,0,200.000,1,1,,,ITM,,,Alta,,0,2,0,0,2
IBOV11,IBOVL150,16/12/2026,267,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVB15,17/02/2027,306,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVD15,14/04/2027,345,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVF150,16/06/2027,388,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVH15,18/08/2027,433,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVJ150,13/10/2027,471,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK46,17/11/2027,494,,E,"150.000,00",ITM,"-4,60",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
IBOV11,IBOVK42,18/11/2026,248,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL155,16/12/2026,267,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVB3,17/02/2027,306,,E,"155.000,00",ATM,"-1,42","28.500,00",,14/11/2025,6,"4.319,55",,,,,,,"0,50",0,15,0,1,2,,,0-5% OTM (colada),,,Média,,2,1,0,0,3
IBOV11,IBOVD2,14/04/2027,345,,E,"155.000,00",ATM,"-1,42","30.500,00","+1,66",14/11/2025,1,"305,00",,,,,,,"1,00",0,0,2,1,1,,,0-5% OTM (colada),,,Baixa,,2,0,0,0,2
IBOV11,IBOVF154,16/06/2027,388,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVH154,18/08/2027,433,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVJ154,13/10/2027,471,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVK47,17/11/2027,494,,E,"155.000,00",ATM,"-1,42",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL57,16/12/2026,267,,E,"157.000,00",ATM,"-0,15",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL159,16/12/2026,267,,E,"159.000,00",ATM,"+1,12",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVK160,18/11/2026,248,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVL6,16/12/2026,267,,E,"160.000,00",ATM,"+1,76","13.360,00",,23/10/2024,1,"10.688.000,00",,,,,,,"1,00",0,40.000,40.000,1,1,,,0-5% OTM (colada),,,Alta,,2,2,0,0,4
IBOV11,IBOVB16,17/02/2027,306,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
IBOV11,IBOVD16,14/04/2027,345,,E,"160.000,00",ATM,"+1,76",,,,,,,,,,,,,,,,,,,,0-5% OTM (colada),,,,,2,0,0,0,2
